composition,critical_temperature_tc
Bi1.8Pb0.2Sr2Ca1Cu2O8-Z,67.0
Bi1.8Pb0.2Sr2Ca1Cu2O8-Z,78.0
Bi1.8Pb0.2Sr2Ca1Cu2O8-Z,89.0
Bi1.8Pb0.2Sr2Ca1Cu2O8-Z,92.0
Bi1.8Pb0.2Sr2Ca1Cu2O8-Z,91.0
Bi1.8Pb0.2Sr2Ca1Cu2O8-Z,87.0
Bi1.8Pb0.2Sr2Ca1Cu2O8-Z,81.0
Bi1.8Pb0.2Sr2Ca1Cu2O8-Z,70.0
Ba0.6K0.4Bi1O3+Z,31.0
Ba0.6K0.4Bi1O3+Z,31.0
Ba0.66K0.34Bi1O3+Z,30.0
Ba0.76K0.24Bi1O3+Z,28.0
Ba0.83K0.17Bi1O3+Z,20.0
Y1Ba2Cu3O7-Z,90.0
Y0.8Pr0.2Ba2Cu3O7-Z,65.0
Y0.7Pr0.2Cd0.1Ba2Cu3O7-Z,59.0
Y0.5Pr0.2Cd0.3Ba2Cu3O7-Z,42.0
Y0.5Pr0.2Cd0.2Ca0.1Ba2Cu3O7-Z,54.0
Y0.5Pr0.2Cd0.1Ca0.2Ba2Cu3O7-Z,68.0
Y0.5Pr0.2Ca0.3Ba2Cu3O7-Z,74.0
Y1Ba2Cu3O6.96,92.3
Y0.975Ca0.025Ba2Cu3O6.95,91.5
Y0.95Ca0.05Ba2Cu3O6.94,88.2
Y0.925Ca0.075Ba2Cu3O6.93,86.3
Y0.9Ca0.1Ba2Cu3O6.93,83.3
Y0.85Ca0.15Ba2Cu3O6.9,79.0
Y0.8Ca0.2Ba2Cu3O6.89,78.2
Y1Ba2Cu3O6.73,63.7
Y0.975Ca0.025Ba2Cu3O6.72,70.8
Y0.95Ca0.05Ba2Cu3O6.7,72.0
Y0.925Ca0.075Ba2Cu3O6.68,75.1
Y0.9Ca0.1Ba2Cu3O6.66,80.0
Y0.85Ca0.15Ba2Cu3O6.58,80.6
Y0.8Ca0.2Ba2Cu3O6.53,80.9
Ba0.65K0.35Bi1O3,30.0
Ba0.55K0.45Bi1O3,30.0
Cu0.5C0.5Sr2Ca1Cu2O7,90.0
Cu0.5C0.5Sr2Ca1Cu5O10.8,41.0
Cu0.5N0.25C0.25Sr2Ca2Cu3OZ,90.0
Cu0.5N0.25C0.25Sr2Ca3Cu4OZ,113.0
Cu0.5N0.25C0.25Sr2Ca4Cu5OZ,65.0
Cu0.5N0.25C0.25Sr2Ca5Cu6OZ,52.0
Hg1Ba2Ca2Cu3O8+Z,107.0
Hg1Ba2Ca2Cu3O8+Z,132.0
Hg1Ba2Ca2Cu3O8+Z,118.0
B0.7C0.3Ba1.5Sr0.5Ca2Cu3OZ,117.65
B0.65C0.35Ba1.4Sr0.6Ca2Cu3OZ,119.6
Bi2Sr2Ca1Cu2OZ,86.3
Bi2Sr2Ca0.65Pr0.35Cu2OZ,69.4
Bi2Sr2Ca0.55Pr0.45Cu2OZ,47.5
Bi2Sr2Ca0.46Pr0.54Cu2OZ,31.4
Bi2Sr2Ca0.4Pr0.6Cu2OZ,0.4
Ba0.66K0.34Bi1O3,30.0
Ba0.63K0.37Bi1O3,29.0
Ba0.59K0.41Bi1O3,31.0
Ba0.6K0.4Bi1O3,31.4
Ba0.62K0.38Bi1O3.1,29.5
Ba0.63K0.37Bi1O3,32.0
Ba0.5K0.5Bi1O3,15.5
Ba0.54K0.46Bi1O3,18.0
Ba0.63K0.37Bi1O3,30.0
Ba0.6K0.4Bi1O3,30.8
Ba0.51K0.49Bi1O3,17.2
Ba0.65K0.35Bi1O3,31.8
Eu1Ba1Sr1Cu3O6.95,84.0
Eu1Ba1Sr0.9Ca0.1Cu3O6.95,81.0
Eu1Ba1Sr0.8Ca0.2Cu3O6.95,75.0
Eu1Ba1Sr0.7Ca0.3Cu3O6.95,75.0
Gd1Ba2Cu4O8-Z,77.0
Gd1Ba1.9Sr0.1Cu4O8-Z,77.0
Gd1Ba1.8Sr0.2Cu4O8-Z,77.0
Ho1Ba2Cu4O8-Z,82.0
Ho1Ba1.8Sr0.2Cu4O8-Z,82.0
Ho1Ba1.6Sr0.4Cu4O8-Z,82.0
Y1Ba2Cu3Co0.1OZ,91.0
Y1Ba2Cu2.9OZ,74.0
Tl1Sr2Ba2Cu2C0.9N0.1O10,61.0
Tl1Sr2Ba2Cu2C0.9N0.1O10,43.0
Tl1Sr2Ba2Cu2C0.8N0.2O10,61.0
Tl1Sr2Ba2Cu2C0.8N0.2O10,49.0
Pb0.5Tl0.5Sr4Cu2C0.9N0.1O10,40.0
Pb0.5Tl0.5Sr4Cu2C0.9N0.1O10,76.0
Pb0.5Tl0.5Sr4Cu2C0.7N0.3O10,28.0
Pb0.5Tl0.5Sr4Cu2C0.7N0.3O10,70.0
Pb0.5Tl0.5Sr4Cu2C0.5N0.5O10,24.0
Pb0.5Tl0.5Sr4Cu2C0.5N0.5O10,70.0
Sr2.3Ca0.7Cu2Cl1.3O4+Z,80.0
Y1Ba2Cu2.955Au0.045O7-Z,91.5
La1Ba1Ca1Cu3O7,63.0
Ca0.27Sr0.63Cu1O2,110.0
Ca0.285Sr0.665Cu1O2-Z,100.0
Ca0.285Sr0.665Cu1O2-Z,40.0
Sr0.9Nd0.1Cu1O2,44.0
Sr0.9Gd0.1Cu1O2,44.0
Sr0.9Sm0.1Cu1O2,44.0
Sr2Ca1Cu2F2O4.6,99.0
Sr2Ca2Cu3F3.2O6.2,111.0
Sr2Cu1O3.1,70.0
Sr2Ca1Cu2O5.5,77.0
Sr2Ca2Cu3O5.5,109.0
Sr2Ca1Cu2.8O7.5,83.0
Sr2Ca1Cu2F2O4.6,99.0
Sr2Ca2Cu3F3.2O6.2,111.0
Y0.6Pr0.2Cd0.2Ba2Cu3O7-Z,49.0
Ba0.5K0.5Bi1O3,23.5
Ba0.6K0.4Bi1O3,28.6
La1Ba1Cu2.94Co0.06O7,57.0
La1Ba1Cu2.88Co0.12O7,40.0
La1Ba1Cu2.82Co0.18O7,14.0
Bi2Sr2Ca0.89Pr0.11Cu2OZ,87.8
Bi2Sr2Ca0.83Pr0.17Cu2OZ,84.3
Bi2Sr2Ca0.72Pr0.28Cu2OZ,73.0
Sr1Ca2Cu3OZ,109.0
Bi2Sr2Ca1Cu2O8.234,84.0
Bi2Sr2Ca1Cu2O8.248,86.0
Bi2Sr2Ca1Cu2O8.26,91.0
Bi2Sr2Ca1Cu2O8.272,92.2
Bi2Sr2Ca1Cu2O8.288,90.2
Bi2Sr2Ca1Cu2O8.291,89.1
Bi2Sr2Ca1Cu2O8.293,87.5
Y1Ba2Cu3O6050,22.0
Y1Ba2Cu3O6.54,40.0
Y1Ba2Cu3O6.6,42.0
Y1Ba2Cu3O6.72,58.0
Y1Ba2Cu3O6.74,60.0
Y1Ba2Cu3O6.8,77.0
Y1Ba2Cu3O6.85,77.0
Y1Ba2Cu3O6.88,82.0
Pr0.5Ca0.5Ba2Cu3O7-Z,52.0
Pr0.4Ca0.6Ba2Cu3O7-Z,33.0
Pr0.6Ca0.4Ba2Cu3O7-Z,39.0
Pr0.5Ca0.5Ba2Cu3O7-Z,98.0
Pr0.4Ca0.6Ba2Cu3O7-Z,75.0
La1.82Ca1.16Y0.02Cu2O6,40.0
Bi1.8Pb0.3Sr2Ca2Cu3Oz,106.35
Bi1.8Pb0.3Sr2Ca2Cu2.97V0.03Oz,106.6
Bi1.8Pb0.3Sr2Ca2Cu2.94V0.06Oz,106.95
Bi1.8Pb0.3Sr2Ca2Cu2.91V0.09Oz,105.55
La1.798Nd0.052Ca0.15Cu1O4,31.6
La1.736Nd0.117Ca0.138Ba0.012Cu1O4,29.4
La1.65Nd0.2Ca0.122Ba0.028Cu1O4,27.1
La1.562Nd0.288Ca0.106Ba0.044Cu1O4,23.0
La1.85Sr0.15Cu1O4,32.5
La1.85Sr0.12Ca0.016Ba0.014Cu1O4,30.0
La1.85Sr0.09Ca0.034Ba0.026Cu1O4,28.5
La1.85Sr0.06Ca0.05Ba0.04Cu1O4,27.0
La1.85Sr0.03Ca0.066Ba0.054Cu1O4,24.0
La1.85Sr0.016Ca0.074Ba0.06Cu1O4,23.5
La1.85Ca0.082Ba0.068Cu1O4,20.0
La1.8Nd0.05Ca0.074Ba0.076Cu1O4,2.05
La1.75Nd0.1Ca0.064Ba0.086Cu1O4,18.0
La1.7Nd0.15Ca0.056Ba0.094Cu1O4,16.0
La1.85Sr0.038Ba0.112Cu1O4,32.0
La1.842Nd0.008Sr0.036Ba0.114Cu1O4,31.7
La1.812Nd0.038Sr0.026Ba0.124Cu1O4,31.1
La1.776Nd0.074Sr0.014Ba0.136Cu1O4,30.0
La1.736Nd0.116Ba0.15Cu1O4,29.0
Al1Sr2Ho0.5Ca0.5Cu2O7.05,18.0
Al1Sr2Ho0.4Ca0.6Cu2O7,24.0
B1Sr2Ca2Cu3O9,75.0
B1Sr2Ca3Cu4O11,110.0
B1Sr2Ca4Cu5O13,85.0
Hg0.8Ba2Cu1.2O4+Z,94.0
Y1Ba2Cu3OZ,93.0
Y1Ba2Cu3OZ,91.0
Y1Ba2Cu3OZ,89.0
Y1Ba2Cu3OZ,83.0
Pb0.5V0.5Sr2Ca0.7Y0.3Cu2OZ,61.0
Bi2Sr2Ca1Cu1.5K0.5O8+Z,85.0
Bi2Sr2Ca1Cu1.4K0.6O8+Z,87.0
Bi2Sr2Ca1Cu1.3K0.7O8+Z,93.0
Sr2Ru1O4,2.7
Sr2Ru1O4,1.5
Ba1K1Bi1O4,23.0
Bi2Sr2Ca1Cu2OZ,83.0
Bi2Sr2Ca1Cu2OZ,95.0
Bi2Sr2Ca1Cu2OZ,82.0
Tl2Ba2Cu1O6+Z,78.0
Tl2Ba2Cu1O6+Z,37.0
Bi2Sr2Ca1Cu2O8+Z,90.0
Sr0.86Nd0.14Cu1O2,40.0
Sr0.83Nd0.17Cu1O2,35.0
Sr0.81Nd0.19Cu1O2,18.0
Sr0.84Nd0.16Cu1O2.01,40.0
Ba0.54K0.46Bi1O3,23.0
Ba0.5K0.5Bi1O3,20.0
Cu4Ba2Ca2O8+Z,67.0
Cu4Ba2Ca2O8+Z,78.0
Cu4Ba2Ca2O8+Z,82.0
Cu4Ba2Ca2O8+Z,100.0
Cu4Ba2Ca2O8+Z,110.0
Cu4Ba2Ca2O8+Z,118.0
Cu4Ba2Ca2O8+Z,118.0
Hg0.9Re0.1Ba2Ca2Cu3OZ,135.0
Hg0.9Re0.1Ba2Ca2Cu3OZ,128.0
Hg0.8Re0.2Ba2Ca2Cu3OZ,133.0
Hg1Ba2Ca2Cu3O8+Z,130.0
Hg1Ba2Ca2Cu3O8+Z,120.0
Hg0.77Re0.23Ba2Ca2Cu3O8+Z,130.0
Tl1Sr1.9Cr0.1Cu1O5,37.5
Tl1Sr1.8Cr0.2Cu1O5,43.0
Tl1Sr1.7Cr0.3Cu1O5,47.0
Tl1Sr1.6Cr0.4Cu1O5,48.0
Tl1Sr1.7Cr0.3Cu1O5,76.0
Bi2Sr2Ca1Cu2OZ,87.5
H1Bi2Sr2Ca1Cu2OZ,87.5
Tl0.6Pb0.4Sr1.7Ba0.3Ca1Cu2OZ,89.0
Tl0.6Pb0.4Sr1.7Ba0.3Ca1Cu2OZ,89.0
Y0.5Ca0.5Ba2Cu3OZ,77.0
Y1Ba2Cu3O6.94,93.0
Y0.984Ca0.016Ba2Cu3O6.986,89.5
Y0.899Ca0.101Ba2Cu3O6.943,83.0
Y0.868Ca0.132Ba2Cu3O6.928,75.0
Ba1K1Bi1O3,23.3
Cs1Sr1Bi0.25Pb0.75O3,7.5
I1Bi2Sr1.5Ca1.5Cu2OZ,63.2
Hg1I2Bi2Sr1.5Ca1.5Cu2OZ,68.0
Py2C1H24Hg1I4Bi2Sr1.5Ca1.5Cu2OZ,81.0
Py2C2H26Hg1I4Bi2Sr1.5Ca1.5Cu2OZ,82.0
Py2C4H210Hg1I4Bi2Sr1.5Ca1.5Cu2OZ,82.0
Py2C6H214Hg1I4Bi2Sr1.5Ca1.5Cu2OZ,81.2
Py2C8H218Hg1I4Bi2Sr1.5Ca1.5Cu2OZ,82.0
Py2C10H224Hg1I4Bi2Sr1.5Ca1.5Cu2OZ,81.2
Py2C12H226Hg1I4Bi2Sr1.5Ca1.5Cu2OZ,82.2
Py2C2H24Hg1I4Bi2Sr1.6La0.4Cu1OZ,28.1
Py2C8H210Hg1I4Bi2Sr1.6La0.4Cu1OZ,27.6
Py2C16H218Hg1I4Bi2Sr1.6La0.4Cu1OZ,28.1
Py2C24H226Hg1I4Bi2Sr1.6La0.4Cu1OZ,28.0
I1Bi2Sr1.6La0.4Cu1OZ,22.1
Hg1I2Bi2Sr1.6La0.4Cu1OZ,22.1
Tl2Ba2Ca2Cu3OZ,122.5
Tl2Ba2Ca2Cd0.1Cu3OZ,123.5
Tl2Ba2Ca2Cd0.2Cu3OZ,125.5
Tl2Ba2Ca2Cd0.3Cu3OZ,124.0
Gd1.4Ce0.6Sr2Cu2Ti1O10,11.0
Tl2Ba2Cu1O6,86.0
Nd1Ba2Cu3O6.98,91.0
Nd1Ba1.9La0.1O6.86,83.5
Nd1Ba1.8La0.2O6.81,78.5
Nd1Ba1.7La0.3O6.77,57.5
Nd1Ba1.65La0.35O6.69,36.5
Nd1Ba1.6La0.4O6.68,37.0
Nd0.9Ca0.1Ba0.6La0.4Cu3O6.7,54.5
Nd0.8Ca0.2Ba0.6La0.4Cu3O6.72,72.0
Nd0.7Ca0.3Ba0.6La0.4Cu3O6.79,75.0
Nd0.6Ca0.4Ba0.6La0.4Cu3O6.83,84.0
Nd0.5Ca0.5Ba0.6La0.4Cu3O6.77,80.5
Nd0.4Ca0.6Ba0.6La0.4Cu3O6.71,78.5
Ho1Ba2Cu3O7-Z,90.7
Ho0.95Pr0.05Ba2Cu3O7-Z,60.5
Ho0.9Pr0.1Ba2Cu3O7-Z,86.7
Ho0.85Pr0.15Ba2Cu3O7-Z,81.2
Ho0.8Pr0.2Ba2Cu3O7-Z,75.6
Ho0.75Pr0.25Ba2Cu3O7-Z,67.5
Ho0.7Pr0.3Ba2Cu3O7-Z,60.0
Ho0.65Pr0.35Ba2Cu3O7-Z,53.4
Ho0.6Pr0.4Ba2Cu3O7-Z,44.0
Ho0.55Pr0.45Ba2Cu3O7-Z,39.8
Ho0.5Pr0.5Ba2Cu3O7-Z,28.3
Ho0.48Pr0.52Ba2Cu3O7-Z,25.8
Ho0.45Pr0.55Ba2Cu3O7-Z,20.7
Ho0.43Pr0.57Ba2Cu3O7-Z,9.51
Y0.8Ca0.2Ba2Cu3OZ,75.1
Y0.8Ca0.2Ba0.95La0.05Cu3OZ,77.5
Y0.8Ca0.2Ba0.9La0.1Cu3OZ,80.7
Y0.8Ca0.2Ba0.85La0.15Cu3OZ,81.4
Y0.8Ca0.2Ba0.8La0.2Cu3OZ,82.1
Y0.8Ca0.2Ba0.75La0.25Cu3OZ,75.1
Y0.8Ca0.2Ba0.7La0.3Cu3OZ,74.1
Y0.8Ca0.2Ba0.6La0.4Cu3OZ,62.3
Y0.8Ca0.2Ba0.5La0.5Cu3OZ,59.8
Y1Ba2Cu3O7,90.5
Y1Cu2.99Zn0.01O7,86.6
Y1Cu2.98Zn0.02O7,84.5
Y1Cu2.97Zn0.03O7,81.5
Hg1.2Tl0.8Ba2Ca2Cu3OZ,52.0
Hg1.2Tl0.8Ba2Ca3Cu4OZ,110.0
Hg1Tl1Ba2Ca1Cu2OZ,35.0
Hg1Tl1Ba2Ca4Cu5OZ,90.0
La3.1Y0.2Ca0.4Ba3.3Cu7O16.529,55.0
La5.8Y0.4Ca0.8Ba3.1Cu7O16.548,74.0
La2.5Y0.5Ca1Ba3Cu7O16.552,80.0
La2.1Y0.7Ca1.4Ba2.8Cu7O16.433,79.0
Hg0.8Bi0.2Sr2Ca2Cu3O8.35,102.0
Hg0.7Bi0.3Sr2Ca2Cu3O8.35,107.0
Hg0.5Bi0.5Sr2Ca2Cu3O8.35,107.0
Hg0.7Bi0.3Sr2Ca2Cu3O8.15,108.0
Hg0.7Bi0.3Sr2Ca2Cu3O8.65,104.0
Hg0.7Bi0.3Sr2Ca2Cu3O8.15,112.0
Nd1Ba1Ca1Cu3O7,37.0
Nd0.9Pr0.1Ba1Ca1Cu3O7,35.0
Nd0.75Pr0.25Ba1Ca1Cu3O7,26.0
Nd0.65Pr0.35Ba1Ca1Cu3O7,10.0
Y1Ba2Cu3O6.41,10.1
La1.86K0.14Cu1O3.97,33.0
Bi2Sr2Ca1Cu2Oz,82.0
Bi2Sr2Ca0.9Tb0.1Cu2OZ,92.0
Bi2Sr2Ca0.8Tb0.2Cu2Oz,83.0
Bi2Sr2Ca0.6Tb0.4Cu2Oz,33.0
Y1Ba2Cu3OZ,91.8
Y1Ba1.95La0.05Cu3OZ,82.2
Y1Ba1.9La0.1Cu3OZ,91.0
Y1Ba1.85La0.15Cu3OZ,89.7
Y1Ba1.8La0.2Cu3OZ,89.2
Y1Ba1.75La0.25Cu3OZ,88.5
Y1Ba1.7La0.3Cu3OZ,83.2
Y1Ba1.6La0.4Cu3OZ,55.2
Y1Ba1.5La0.5Cu3OZ,36.8
Ca2Ba2Cu3O9-Z,107.0
B1Sr2Ca2Cu3O9,75.0
B1Sr2Ca4Cu5O13,85.0
B1Sr2Ca3Cu4O11,110.0
Cu0.5C0.5Ba2Ca2Cu3O9,67.0
Cu0.5C0.5Ba2Ca3Cu4O11,117.0
C1Ca3Cu2O7.1,47.0
Cu0.25C0.75Ca3Cu2O6.85,47.0
Cu0.5C0.5Ca3Cu2O6.6,57.0
Ge0.3Cu0.7Sr2Ca2.9Y0.1Cu4O11.1,89.0
Ge0.3Cu0.7Sr2Ca3Cu4O11.05,7.0
Cu0.5P0.5Sr2Ca2Cu3O9.25,82.0
Cu0.5P0.5Sr2Ca1.9Y0.1Cu3O9.3,84.0
Cu0.5P0.5Sr2Ca1.8Y0.2Cu3O9.35,70.0
Cu0.5P0.5Sr2Ca1.7Y0.3Cu3O9.4,50.0
Cu0.5P0.5Sr2Ca1.9Y0.1Cu3O9.4,84.0
Cu0.5P0.5Sr2Ca1.8Y0.2Cu3O9.25,72.0
Cu0.5P0.5Sr2Ca1.8Y0.2Cu3O9.45,74.0
Cu0.5P0.5Sr2Ca1.8Y0.2Cu3O9.55,80.0
Cu0.5P0.5Sr2Ca1.8Y0.2Cu3O9.25,68.0
Cu0.5P0.5Sr2Ca1.8Y0.2Cu3O9.35,72.0
Cu0.5P0.5Sr2Ca1.8Y0.2Cu3O9.45,76.0
Cu0.5P0.5Sr2Ca1.8Y0.2Cu3O9.55,80.0
La2Cu1O4+Z,35.0
B1Sr2Ca2Cu3O2N+3,75.0
B1Sr2Ca3Cu4O2N+3,110.0
B1Sr2Ca4Cu5O2N+3,85.0
La2Cu1O4.03,34.0
La2Cu1O4.044,34.0
La2Cu1O4.065,34.0
La2Cu1O4.11,42.0
La2Cu1O4.032,30.0
Pb1Sr2Cu1O5+Z,20.0
Pb1Sr2Cu1O5+Z,40.0
Pb1Sr2Cu1O5+Z,40.0
Y1Ba2Cu3OZ,90.2
Y1Ba1.95Pr0.05Cu3OZ,88.1
Y1Ba1.9Pr0.1Cu3OZ,83.3
Y1Ba1.85Pr0.15Cu3OZ,76.1
Y1Ba1.8Pr0.2Cu3OZ,67.0
Y1Ba1.75Pr0.25Cu3OZ,51.9
Y0.14Tm0.85Ba2Cu3O7,91.0
La2.5Y0.5Ca1Ba3Cu7Fe7O16.574,80.0
La2.5Y0.5Ca1Ba3Cu6.86Fe0.14O16.578,77.0
La2.5Y0.5Ca1Ba3Cu6.72Fe0.28O16.592,70.0
La2.5Y0.5Ca1Ba3Cu6.58Fe0.42O16.599,68.0
La2.5Y0.5Ca1Ba3Cu6.44Fe0.56O16.617,58.0
La2.5Y0.5Ca1Ba3Cu6.3Fe0.7O16.627,51.0
La2.5Y0.5Ca1Ba3Cu6.16Fe0.84O16.634,41.0
Y1Ba1.8Nd0.2Cu3OZ,90.8
Y0.95Ca0.05Ba1.8Nd0.2Cu3OZ,87.0
Y0.9Ca0.1Ba1.8Nd0.2Cu3OZ,84.6
Y0.85Ca0.15Ba1.8Nd0.2Cu3OZ,84.5
Y0.8Ca0.2Ba1.8Nd0.2Cu3OZ,85.8
Y0.75Ca0.25Ba1.8Nd0.2Cu3OZ,81.5
Y0.7Ca0.3Ba1.8Nd0.2Cu3OZ,78.7
Y0.6Ca0.4Ba1.8Nd0.2Cu3OZ,81.5
Y0.5Ca0.5Ba1.8Nd0.2Cu3OZ,34.0
Y0.8Ca0.2Ba2Cu3OZ,74.0
Y0.8Ca0.2Ba1.95Nd0.05Cu3OZ,76.0
Y0.8Ca0.2Ba1.9Nd0.1Cu3OZ,79.0
Y0.8Ca0.2Ba1.85Nd0.15Cu3OZ,83.0
Y0.8Ca0.2Ba0.8Nd0.2Cu3OZ,73.0
Y0.8Ca0.2Ba1.75Nd0.25Cu3OZ,69.0
Y0.8Ca0.2Ba1.7Nd0.3Cu3OZ,63.0
Y0.8Ca0.2Ba1.6Nd0.4Cu3OZ,58.0
Y0.8Ca0.2Ba1.5Nd0.5Cu3OZ,32.0
Y1Ba2Cu3O6.95,91.0
Y0.95Ca0.05Ba2Cu2.95Co0.05O6.96,88.0
Y0.9Ca0.1Ba2Cu2.9Co0.1O6.95,88.0
Y0.85Ca0.15Ba2Cu2.85Co0.15O6.97,86.0
Y0.8Ca0.2Ba2Cu2.8Co0.2O6.98,82.5
Y0.75Ca0.25Ba2Cu2.75Co0.25O7,82.5
Y0.7Ca0.3Ba2Cu2.7Co0.3O7.02,82.0
Y1Ba2Cu3O6.82,85.0
Y0.95Ca0.05Ba2Cu2.95Co0.05O6.84,72.5
Y0.9Ca0.1Ba2Cu2.9Co0.1O6.84,69.5
Y0.85Ca0.15Ba2Cu2.85Co0.15O6.83,67.5
Y0.8Ca0.2Ba2Cu2.8Co0.2O6.83,69.0
Y0.75Ca0.25Ba2Cu2.75Co0.25O6.82,67.5
Y0.7Ca0.3Ba2Cu2.7Co0.3O6.84,70.0
Y1Ba2Cu3O6.74,79.5
Y0.95Ca0.05Ba2Cu2.95Co0.05O6.75,64.0
Y0.9Ca0.1Ba2Cu2.9Co0.1O6.76,57.5
Y0.85Ca0.15Ba2Cu2.85Co0.15O6.78,57.5
Y0.8Ca0.2Ba2Cu2.8Co0.2O6.78,55.5
Y0.75Ca0.25Ba2Cu2.75Co0.25O6.8,61.0
Y0.7Ca0.3Ba2Cu2.7Co0.3O6.78,59.0
Pr1.85Ce0.15Cu1O4-z,18.0
Sr2Cu1F2O2,46.0
Sr1.4Ba0.6Cu1F2O2,64.0
Y1Ba2Cu3O4,92.0
Tl0.5Pb0.5Sr1.6Ba0.4Ca2Cu3OZ,120.0
Tl0.5Pb0.5Sr1.6Ba0.4Ca2Cu3F0.1OZ,120.5
Tl0.5Pb0.5Sr1.6Ba0.4Ca2Cu3F2.2OZ,121.0
Tl0.5Pb0.5Sr1.6Ba0.4Ca2Cu3F3OZ,123.5
Hg0.8Ba2Cu1.2O4+Z,97.0
Hg0.8Ba2Cu1.2O4+Z,80.0
Hg0.8Ba2Cu1.2O4+Z,75.0
Hg0.8Ba2Cu1.2O4+Z,55.0
Hg0.8Ba2Cu1.2O4+Z,92.0
Hg0.8Ba2Cu1.2O4+Z,85.0
Hg0.8Ba2Cu1.2O4+Z,62.0
La2Cu1O4+Z,33.0
La1.89Ca1.1Cu2O6+Z,47.0
Nd2Cu1FO4-X,21.0
Bi2Sr2Ca1Cu2O8+Z,89.0
Bi2Sr2Ca1Cu2O8+Z,85.0
Bi2Sr2Ca1Cu2O8+Z,79.0
Bi2Sr2Ca1Cu2O8+Z,71.0
Dy1Ba2Cu3O7,91.05
Sm1La0.8Sr0.2Cu1O3.95,28.8
Sm1La0.8Sr0.2Cu1O3.945,26.0
Sm1La0.8Sr0.2Cu1O3.94,24.6
Sm1La0.8Sr0.2Cu1O3.925,19.6
Nd1.85Ce0.15Cu1O4-Z,20.0
Nd1.83Ce0.17Cu1O4-Z,12.0
Nd1.82Ce0.18Cu1O4-Z,6.0
Nd1.8Ce0.2Cu1O4-Z,1.3
Y1Ba2Cu3O6.96,88.0
Y0.95Pr0.05Ba2Cu3O6.96,87.5
Y0.9Pr0.1Ba2Cu3O6.96,83.0
Y0.8Pr0.2Ba2Cu3O6.96,70.0
Y0.7Pr0.3Ba2Cu3O6.96,57.0
Y0.6Pr0.4Ba2Cu3O6.96,32.0
Y0.5Pr0.5Ba2Cu3O6.96,12.0
La1.35Ba1.5Ca0.15Cu3O6.67,43.0
La1.3Ba1.5Ca0.2Cu3O6.72,48.0
La1.25Ba1.5Ca0.25Cu3O6.74,70.0
La1.65Ba1.5Ca0.35Cu3O6.79,72.0
La1.1Ba1.5Ca0.4Cu3O6.82,72.0
La1.05Ba1.5Ca0.45Cu3O6.81,74.0
La1Ba1.5Ca0.5Cu3O6.85,76.0
La0.9Ba1.5Ca0.6Cu3O6.74,73.0
La1Ba1.4Ca0.6Cu3O6.9,74.0
La1Ba1.3Ca0.7Cu3O6.92,73.0
La1Ba1.2Ca0.8Cu3O6.95,74.0
La1Ba1.1Ca0.9Cu3O7.02,75.0
La1Ba1Ca1Cu3O6.99,75.0
La1Ba0.9Ca1.1Cu3O7.05,71.0
La1Ba0.8Ca1.2Cu3O7.11,60.0
Pr1.85Ce0.15Cu1O4+Z,23.2
Pr1.85Ce0.15Cu1O4+Z,12.1
Y1Ba2Cu3O6.37,13.5
Y1Ba2Cu3O6.38,10.1
Y1Ba2Cu3O6.38,11.3
Y1Ba2Cu3O6.38,15.4
Y1Ba2Cu3O6.38,17.0
Y1Ba2Cu3O6.43,35.0
Y1Ba2Cu3O6.45,31.5
Y1Ba2Cu3O6.45,33.5
Y1Ba2Cu3O6.45,35.7
Y1Ba2Cu3O6.45,39.9
Y1Ba2Cu3O6.52,55.0
Y1Ba2Cu3O6.52,55.0
Y1Ba2Cu3O7,89.9
Y1Ba2Cu3O7,90.1
Y1Ba2Cu3O7,91.4
Y1Ba2Cu3O7,90.2
Y1Ba2Cu3O7,90.2
Y1Ba2Cu3O7-Z,89.7
Y1Ba2Cu3O7-Z,92.5
Pb0.5V0.5Sr2Ca0.7Er0.3Cu2OZ,56.5
Pb0.5V0.5Sr2Ca0.65Er0.35Cu2OZ,50.7
Pb0.5V0.5Sr2Ca0.6Er0.6Cu2OZ,43.8
Pb0.5V0.5Sr2Ca0.5Er0.5Cu2OZ,22.3
Pb0.6V0.4Sr2Ca0.7Er0.3Cu2OZ,58.8
Pb0.6V0.4Sr2Ca0.65Er0.35Cu2OZ,64.1
Pb0.6V0.4Sr2Ca0.6Er0.6Cu2OZ,62.0
Pb0.6V0.4Sr2Ca0.5Er0.5Cu2OZ,38.4
Pb0.7V0.3Sr2Ca0.7Er0.3Cu2OZ,58.8
Pb0.7V0.3Sr2Ca0.65Er0.35Cu2OZ,58.1
Pb0.7V0.3Sr2Ca0.6Er0.4Cu2OZ,58.8
Pb0.7V0.3Sr2Ca0.5Er0.5Cu2OZ,16.6
Pb0.6V0.4Sr2Ca0.65Lu0.35Cu2OZ,63.6
Pb0.6V0.4Sr2Ca0.65Dy0.35Cu2OZ,56.6
Pb0.6V0.4Sr2Ca0.65Gd0.35Cu2OZ,36.6
Pb0.6V0.4Sr2Ca0.65Sm0.35Cu2OZ,25.5
Pb0.6V0.4Sr2Ca0.6Lu0.4Cu2OZ,62.6
Pb0.6V0.4Sr2Ca0.6Dy0.4Cu2OZ,53.6
Pb0.6V0.4Sr2Ca0.6Gd0.4Cu2OZ,33.1
Pb0.6V0.4Sr2Ca0.6Sm0.4Cu2OZ,20.5
